# Data 1

list(n = 619)

# Data 2

air_temperature[]   cloud[]   gsr[]   hum[]   sap[]   rain[]   snow[]   feb[]   mar[]   apr[]   may[]   jun[]   jul[]   aug[]   sep[]   oct[]   nov[]   dec[]   hom_1[]   hom_2[]   hom_3[]
6.2  3.8  8.8  51.0  4.327631578947489  29.5  0.0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
6.1  4.0  11.4  50.0  0.9276315789473983  50.5  2.0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
8.6  6.0  11.7  59.0  2.2276315789474666  99.0  0.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
15.9  6.6  13.3  69.0  1.3276315789474893  114.5  0.0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
19.7  6.5  18.0  64.0  -1.6723684210525107  105.5  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
20.5  7.4  14.7  72.0  -4.472368421052579  198.0  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
23.8  8.6  11.9  79.0  -6.572368421052602  141.5  0.0  0  0  0  0  0  1  0  0  0  0  0  1  0  0
27.5  6.9  13.4  76.0  -5.172368421052511  168.5  0.0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
23.1  8.3  8.8  77.0  -0.7723684210525334  242.5  0.0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
17.7  7.3  9.5  66.0  2.8276315789474893  130.0  0.0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
12.3  4.2  8.8  59.0  2.127631578947444  53.5  0.0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
7.1  2.9  8.2  48.0  0.5276315789474211  7.5  1.0  0  0  0  0  0  0  0  0  0  0  1  1  0  0
3.7  3.9  8.9  51.0  0.42763157894739834  50.0  57.0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
3.0  5.6  10.7  52.0  0.5276315789474211  51.0  31.0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
5.9  5.7  13.2  56.0  1.1276315789474438  69.0  3.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
11.6  7.2  14.4  65.0  4.427631578947398  64.0  0.0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
17.2  8.0  15.6  69.0  -0.8723684210525562  77.5  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
21.8  9.0  12.1  79.0  -2.972368421052579  202.0  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
26.2  7.4  15.6  78.0  -5.872368421052556  81.5  0.0  0  0  0  0  0  1  0  0  0  0  0  1  0  0
28.6  5.5  17.0  70.0  -2.972368421052579  31.5  0.0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
23.5  7.2  11.5  72.0  -1.0723684210526017  61.0  0.0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
17.7  7.2  9.4  64.0  1.4276315789473983  73.5  0.0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
12.2  5.4  7.3  60.0  6.427631578947398  50.5  0.0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
7.7  5.1  6.8  57.0  2.027631578947421  68.0  0.0  0  0  0  0  0  0  0  0  0  0  1  1  0  0
4.1  4.3  8.8  48.0  2.9276315789473983  4.5  0.0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
6.5  5.4  9.1  58.0  -1.7723684210525334  142.0  0.0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
7.8  9.1  7.3  72.0  6.827631578947489  134.5  0.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
14.2  6.6  13.9  69.0  1.027631578947421  201.5  0.0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
19.1  7.7  15.5  67.0  -0.3723684210525562  89.5  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
20.2  8.9  10.2  77.0  -3.1723684210525107  381.0  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
26.3  6.8  14.8  76.0  -6.372368421052556  115.0  0.0  0  0  0  0  0  1  0  0  0  0  0  1  0  0
27.9  5.9  17.0  74.0  -1.0723684210526017  146.0  0.0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
23.1  8.5  9.0  76.0  0.6276315789474438  106.0  0.0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
17.9  6.8  9.3  66.0  3.4276315789473983  92.5  0.0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
7.4  3.5  7.6  55.0  1.8276315789474893  18.5  0.0  0  0  0  0  0  0  0  0  0  0  1  1  0  0
4.5  4.6  8.0  47.0  0.3276315789474893  15.0  0.0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
4.3  5.4  10.4  49.0  0.3276315789474893  27.5  26.0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
7.8  6.4  11.0  59.0  -0.07236842105260166  188.0  10.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
13.9  7.1  13.4  63.0  1.7276315789474666  88.0  0.0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
17.9  7.1  14.8  69.0  -4.2723684210525334  210.0  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
21.1  7.9  14.0  74.0  -4.372368421052556  138.0  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
23.9  8.2  11.0  81.0  -3.972368421052579  137.0  0.0  0  0  0  0  0  1  0  0  0  0  0  1  0  0
26.8  6.4  14.4  74.0  -4.7723684210525334  233.5  0.0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
23.7  7.8  9.0  78.0  -2.372368421052556  190.5  0.0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
17.1  6.0  9.2  66.0  2.527631578947421  74.0  0.0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
12.3  6.5  6.7  61.0  5.527631578947421  41.0  0.0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
8.5  4.1  6.6  57.0  3.627631578947444  115.5  2.0  0  0  0  0  0  0  0  0  0  0  1  1  0  0
5.8  4.4  7.8  51.0  2.3276315789474893  38.0  12.0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
6.8  5.2  9.3  55.0  0.3276315789474893  29.5  7.0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
9.3  6.2  10.7  59.0  -0.5723684210526017  94.0  5.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
14.4  6.6  16.0  59.0  2.527631578947421  42.5  0.0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
19.3  7.3  16.1  64.0  -0.1723684210525107  65.0  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
22.1  6.7  16.7  67.0  -3.972368421052579  120.5  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
27.0  7.8  15.6  72.0  -6.072368421052602  146.5  0.0  0  0  0  0  0  1  0  0  0  0  0  1  0  0
27.3  7.6  14.5  73.0  -4.072368421052602  45.5  0.0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
23.3  8.3  10.4  72.0  0.1276315789474438  214.5  0.0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
18.9  6.8  9.6  69.0  3.2276315789474666  193.0  0.0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
12.8  6.5  7.3  61.0  5.427631578947398  39.5  0.0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
8.1  4.1  6.9  60.0  4.627631578947444  60.5  5.0  0  0  0  0  0  0  0  0  0  0  1  1  0  0
7.7  5.2  8.7  52.0  1.3276315789474893  28.0  0.0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
4.9  5.2  10.6  46.0  3.127631578947444  17.5  1.0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
8.4  7.6  10.3  59.0  1.1276315789474438  185.0  1.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
14.3  6.3  15.4  60.0  1.3276315789474893  107.5  9.0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
18.2  7.3  16.1  62.0  -3.0723684210526017  144.0  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
22.3  7.8  13.7  72.0  -6.2723684210525334  198.0  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
22.4  9.0  10.0  77.0  -4.872368421052556  158.0  0.0  0  0  0  0  0  1  0  0  0  0  0  1  0  0
27.0  7.9  13.6  76.0  -5.072368421052602  341.5  0.0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
22.8  9.3  6.8  78.0  -2.0723684210526017  251.5  0.0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
17.5  6.4  9.5  60.0  0.22763157894746655  58.5  0.0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
11.4  3.6  9.1  56.0  -0.7723684210525334  26.0  0.0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
8.4  2.6  8.1  47.0  3.3276315789474893  0.0  0.0  0  0  0  0  0  0  0  0  0  0  1  1  0  0
8.1  5.7  7.4  55.0  5.2276315789474666  95.0  0.0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
7.5  6.2  8.9  56.0  3.9276315789473983  107.0  0.0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
9.6  6.2  12.8  57.0  0.42763157894739834  118.0  0.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
15.6  6.0  16.6  57.0  -1.472368421052579  187.0  0.0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
17.7  8.0  12.9  70.0  -2.2723684210525334  210.0  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
20.7  8.2  13.4  71.0  -3.1723684210525107  205.0  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
24.1  8.2  13.0  76.0  -0.6723684210525107  154.0  0.0  0  0  0  0  0  1  0  0  0  0  0  1  0  0
27.1  6.7  14.6  72.0  -5.972368421052579  360.5  0.0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
25.2  8.4  10.9  71.0  -1.7723684210525334  204.0  0.0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
17.5  6.5  8.6  66.0  2.627631578947444  197.0  0.0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
14.2  5.4  7.5  61.0  5.2276315789474666  71.0  0.0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
9.2  4.4  7.2  51.0  2.4276315789473983  29.0  0.0  0  0  0  0  0  0  0  0  0  0  1  1  0  0
5.0  4.7  7.9  50.0  4.527631578947421  32.5  4.0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
7.8  8.1  6.5  67.0  8.82763157894749  116.5  11.0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
10.6  5.4  13.1  49.0  1.7276315789474666  97.5  0.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
14.7  6.7  13.0  59.0  -1.0723684210526017  137.5  0.0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
19.2  7.1  16.3  60.0  -0.8723684210525562  120.5  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
23.5  8.1  14.4  68.0  -4.072368421052602  68.0  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
25.7  7.6  15.0  71.0  -4.7723684210525334  51.0  0.0  0  0  0  0  0  1  0  0  0  0  0  1  0  0
28.6  5.4  17.2  68.0  -5.172368421052511  181.5  0.0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
24.8  7.0  11.6  70.0  0.1276315789474438  287.0  0.0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
19.2  7.0  9.8  66.0  2.9276315789473983  148.5  0.0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
15.1  4.7  8.1  64.0  4.2276315789474666  234.0  0.0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
10.0  3.1  8.3  49.0  1.6276315789474438  38.0  0.0  0  0  0  0  0  0  0  0  0  0  1  1  0  0
6.3  3.4  9.2  48.0  0.5276315789474211  55.0  0.0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
6.5  4.5  12.1  45.0  -0.9723684210525789  69.0  0.0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
9.5  7.0  9.7  63.0  3.4276315789473983  164.0  0.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
15.4  7.0  13.9  64.0  1.8276315789474893  112.5  0.0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
18.8  6.4  17.4  63.0  -1.472368421052579  61.0  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
23.6  8.1  13.6  73.0  -5.972368421052579  142.0  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
26.7  8.5  13.5  70.0  -7.072368421052602  72.0  0.0  0  0  0  0  0  1  0  0  0  0  0  1  0  0
25.5  7.9  13.9  72.0  -6.072368421052602  238.0  0.0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
23.9  7.8  8.6  76.0  -1.2723684210525334  445.5  0.0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
18.1  8.1  6.5  74.0  -0.9723684210525789  533.0  0.0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
13.0  5.7  8.0  59.0  5.827631578947489  114.0  0.0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
9.2  4.9  6.5  59.0  5.427631578947398  36.0  1.0  0  0  0  0  0  0  0  0  0  0  1  1  0  0
6.8  3.8  8.0  56.0  3.2276315789474666  50.0  1.0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
6.9  5.3  10.6  49.0  -0.27236842105253345  36.0  13.0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
9.7  8.0  8.9  66.0  4.327631578947489  205.0  0.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
15.1  5.9  14.4  61.0  -3.0723684210526017  167.5  0.0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
17.3  7.4  15.4  64.0  -3.372368421052556  134.0  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
20.6  8.5  13.3  71.0  -4.372368421052556  237.0  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
25.5  7.5  14.1  72.0  -5.972368421052579  111.5  0.0  0  0  0  0  0  1  0  0  0  0  0  1  0  0
27.0  6.8  15.2  70.0  -1.5723684210526017  9.0  0.0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
23.3  7.0  13.2  62.0  -1.2723684210525334  108.0  0.0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
17.3  7.2  8.3  71.0  2.7276315789474666  328.0  0.0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
13.0  5.5  7.7  63.0  6.2276315789474666  168.0  0.0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
9.4  4.8  7.3  52.0  3.627631578947444  65.5  0.0  0  0  0  0  0  0  0  0  0  0  1  1  0  0
6.2  6.1  6.8  59.0  3.3276315789474893  115.0  0.0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
7.7  3.7  11.6  47.0  -1.2723684210525334  57.0  0.0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
8.7  6.2  13.4  54.0  1.1276315789474438  60.5  0.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
13.4  5.5  15.0  54.0  -1.8723684210525562  58.0  0.0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
18.1  6.8  16.5  61.0  -1.8723684210525562  65.5  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
21.7  8.3  13.0  74.0  -6.2723684210525334  260.0  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
22.5  9.3  10.0  80.0  -4.472368421052579  316.5  0.0  0  0  0  0  0  1  0  0  0  0  0  1  0  0
24.8  8.3  10.5  76.0  -4.672368421052511  412.0  0.0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
22.9  8.4  8.9  72.0  -0.9723684210525789  140.0  0.0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
17.5  6.3  9.4  63.0  3.3276315789474893  156.0  0.0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
14.1  5.9  7.5  60.0  6.527631578947421  167.0  0.0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
8.5  5.1  6.6  55.0  3.7276315789474666  65.0  0.0  0  0  0  0  0  0  0  0  0  0  1  1  0  0
5.5  4.8  8.3  55.0  1.7276315789474666  50.0  8.0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
6.6  4.6  12.5  45.0  -4.372368421052556  88.5  27.0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
8.1  6.8  12.4  55.0  3.027631578947421  114.5  0.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
15.8  6.6  17.4  57.0  0.3276315789474893  49.0  0.0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
19.5  7.0  17.3  63.0  -2.972368421052579  133.5  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
22.4  7.9  13.9  71.0  -5.172368421052511  144.5  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
28.3  7.5  17.5  69.0  -6.2723684210525334  93.5  0.0  0  0  0  0  0  1  0  0  0  0  0  1  0  0
28.9  6.0  17.6  68.0  -1.472368421052579  92.5  0.0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
20.2  8.5  7.8  68.0  3.127631578947444  57.0  0.0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
13.4  4.8  8.6  60.0  8.527631578947421  50.5  0.0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
9.0  5.2  7.4  53.0  4.527631578947421  23.0  0.0  0  0  0  0  0  0  0  0  0  0  1  1  0  0
6.3  3.1  9.8  45.0  0.027631578947421076  36.0  0.0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
6.5  5.0  11.7  49.0  1.9276315789473983  27.0  1.0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
8.9  6.9  11.1  63.0  1.4276315789473983  180.0  2.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
19.1  7.8  15.1  68.0  -2.0723684210526017  204.5  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
20.4  9.4  10.4  77.0  -5.472368421052579  185.5  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
26.4  7.8  12.6  75.0  -4.972368421052579  171.0  0.0  0  0  0  0  0  1  0  0  0  0  0  1  0  0
29.4  6.1  17.8  68.0  -3.2723684210525334  31.0  0.0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
23.7  7.8  12.7  65.0  -2.6723684210525107  164.5  0.0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
19.5  6.7  10.5  63.0  2.9276315789473983  79.0  0.0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
12.7  3.9  10.2  48.0  -0.3723684210525562  42.0  0.0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
7.7  2.6  9.5  42.0  1.2276315789474666  0.0  0.0  0  0  0  0  0  0  0  0  0  0  1  1  0  0
6.6  3.9  9.2  47.0  0.7276315789474666  13.0  2.0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
5.4  5.0  11.2  48.0  2.3276315789474893  45.0  16.0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
9.2  7.1  13.0  53.0  -0.1723684210525107  118.0  0.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
12.7  6.0  17.0  55.0  -0.1723684210525107  111.0  0.0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
18.1  7.0  17.2  65.0  -1.3723684210525562  128.0  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
22.6  9.0  14.3  72.0  -5.172368421052511  36.0  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
26.2  7.0  16.7  74.0  -4.072368421052602  253.5  0.0  0  0  0  0  0  1  0  0  0  0  0  1  0  0
26.0  8.1  14.6  72.0  -3.2723684210525334  31.5  0.0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
22.4  7.7  12.3  72.0  -1.2723684210525334  382.0  0.0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
18.0  6.3  9.7  70.0  3.627631578947444  83.5  0.0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
13.2  7.0  7.1  65.0  3.627631578947444  84.0  0.0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
9.3  3.8  8.2  55.0  2.9276315789473983  48.0  0.0  0  0  0  0  0  0  0  0  0  0  1  1  0  0
7.0  4.9  12.3  47.0  1.2276315789474666  21.5  0.0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
10.5  6.3  13.3  56.0  3.127631578947444  106.0  0.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
15.2  6.5  15.4  60.0  -0.1723684210525107  105.5  0.0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
19.2  7.8  15.7  69.0  -4.372368421052556  186.0  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
22.7  7.9  16.1  72.0  -4.472368421052579  170.5  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
26.6  7.3  16.9  72.0  -5.2723684210525334  185.0  0.0  0  0  0  0  0  1  0  0  0  0  0  1  0  0
27.0  7.0  14.7  73.0  -3.6723684210525107  144.0  0.0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
22.9  8.6  9.8  75.0  -1.472368421052579  204.0  0.0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
18.7  5.1  11.9  60.0  0.7276315789474666  19.0  0.0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
14.3  6.2  7.7  63.0  5.7276315789474666  91.0  0.0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
9.2  5.1  7.1  56.0  5.427631578947398  40.5  0.0  0  0  0  0  0  0  0  0  0  0  1  1  0  0
5.3  4.9  8.0  59.0  2.527631578947421  122.0  32.0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
7.0  6.1  10.1  60.0  4.127631578947444  110.5  0.0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
10.1  5.9  13.6  57.0  1.7276315789474666  108.0  6.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
16.3  8.3  11.3  76.0  2.8276315789474893  188.0  0.0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
20.5  8.2  14.8  71.0  0.9276315789473983  140.5  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
21.5  9.2  11.5  76.0  -3.2723684210525334  150.5  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
25.3  8.7  13.8  76.0  -5.672368421052511  156.5  0.0  0  0  0  0  0  1  0  0  0  0  0  1  0  0
27.2  8.9  11.7  78.0  -5.2723684210525334  143.5  0.0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
24.4  7.9  10.1  77.0  -1.1723684210525107  229.0  0.0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
20.1  7.6  8.9  71.0  2.527631578947421  142.5  0.0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
13.9  5.5  8.8  55.0  1.8276315789474893  7.5  0.0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
6.6  3.1  9.7  44.0  -0.4723684210525789  19.5  0.0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
6.7  4.1  12.2  44.0  0.7276315789474666  35.5  1.0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
10.1  7.4  10.0  62.0  1.527631578947421  144.5  0.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
15.0  7.3  14.3  66.0  -0.8723684210525562  205.0  0.0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
19.9  7.1  16.9  64.0  -2.7723684210525334  103.5  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
22.8  8.5  14.4  73.0  -4.372368421052556  192.5  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
26.2  7.7  11.6  71.0  -0.8723684210525562  91.0  0.0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
19.5  6.5  10.7  62.0  3.127631578947444  87.5  0.0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
14.2  5.5  8.4  60.0  2.9276315789473983  93.0  0.0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
9.0  3.6  8.2  47.0  3.3276315789474893  7.0  0.0  0  0  0  0  0  0  0  0  0  0  1  1  0  0
6.0  4.2  12.6  38.0  -1.7723684210525334  4.0  0.0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
9.4  4.7  14.7  44.0  -1.5723684210526017  85.5  0.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
14.5  6.7  15.6  55.0  -2.972368421052579  151.5  0.0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
19.8  7.4  17.7  68.0  -2.5723684210526017  109.0  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
22.5  8.0  14.2  74.0  -5.072368421052602  232.0  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
27.7  6.5  18.1  70.0  -6.2723684210525334  373.5  0.0  0  0  0  0  0  1  0  0  0  0  0  1  0  0
28.3  6.8  16.1  69.0  -2.7723684210525334  162.0  0.0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
25.6  7.2  11.5  69.0  -2.372368421052556  164.0  0.0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
18.8  8.2  8.3  67.0  3.2276315789474666  142.5  0.0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
13.3  7.4  6.8  63.0  5.927631578947398  106.0  0.0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
4.9  4.4  9.0  47.0  0.3276315789474893  126.5  12.0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
6.6  5.7  10.9  48.0  3.027631578947421  23.0  0.0  1  0  0  0  0  0  0  0  0  0  0  1  0  0
9.8  5.7  13.4  51.0  -3.872368421052556  107.5  0.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
15.7  5.5  17.9  56.0  0.6276315789474438  40.5  0.0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
19.5  7.8  15.9  69.0  -2.872368421052556  170.5  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
23.1  9.0  14.0  70.0  -6.2723684210525334  144.5  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
26.4  8.6  11.6  71.0  -4.172368421052511  136.5  0.0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
23.2  7.4  10.9  68.0  -1.0723684210526017  204.0  0.0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
18.7  6.0  10.6  62.0  3.2276315789474666  343.0  0.0  0  0  0  0  0  0  0  0  1  0  0  1  0  0
13.1  4.9  8.7  55.0  2.3276315789474893  123.5  0.0  0  0  0  0  0  0  0  0  0  1  0  1  0  0
8.4  3.9  8.5  46.0  4.027631578947421  30.0  0.0  0  0  0  0  0  0  0  0  0  0  1  1  0  0
7.4  3.9  9.2  46.0  -1.7723684210525334  98.5  0.0  0  0  0  0  0  0  0  0  0  0  0  1  0  0
12.2  5.5  14.3  49.0  -0.7723684210525334  82.0  0.0  0  1  0  0  0  0  0  0  0  0  0  1  0  0
16.1  7.4  15.5  57.0  1.7276315789474666  58.0  0.0  0  0  1  0  0  0  0  0  0  0  0  1  0  0
18.4  8.2  16.0  64.0  -1.6723684210525107  112.5  0.0  0  0  0  1  0  0  0  0  0  0  0  1  0  0
21.6  8.4  13.8  69.0  -5.172368421052511  151.5  0.0  0  0  0  0  1  0  0  0  0  0  0  1  0  0
28.0  7.7  17.6  70.0  -6.172368421052511  124.0  0.0  0  0  0  0  0  1  0  0  0  0  0  1  0  0
28.0  6.1  18.1  66.0  -4.572368421052602  120.0  0.0  0  0  0  0  0  0  1  0  0  0  0  1  0  0
23.1  7.7  10.7  69.0  0.027631578947421076  207.0  0.0  0  0  0  0  0  0  0  1  0  0  0  1  0  0
